swi_issue_id,issue_name,Year,Quarter,lobbying_expenses
15,Defense,2024,3,102570322.15741188338
16,"Space, Science, Technology, and Communications",2018,4,88851917.94692899708
16,"Space, Science, Technology, and Communications",2019,3,99483169.03401861878
16,"Space, Science, Technology, and Communications",2020,2,93919393.77380826910
16,"Space, Science, Technology, and Communications",2021,1,99787174.49524196857
16,"Space, Science, Technology, and Communications",2021,4,111155954.05970003022
16,"Space, Science, Technology, and Communications",2022,3,113572825.70827046774
16,"Space, Science, Technology, and Communications",2023,2,112870079.54674128895
16,"Space, Science, Technology, and Communications",2024,1,125795007.74081836985
16,"Space, Science, Technology, and Communications",2024,4,116535668.37535303229
17,Foreign Trade,2013,4,42561079.51130145086
17,Foreign Trade,2014,3,41580922.63630368052
17,Foreign Trade,2015,2,51237600.27900328764
17,Foreign Trade,2016,1,47629308.80292927986
17,Foreign Trade,2016,4,38931423.14114767050
17,Foreign Trade,2017,3,45297607.68954481165
17,Foreign Trade,2018,2,56945709.94271744110
17,Foreign Trade,2019,1,63384676.54076330392
17,Foreign Trade,2019,4,62901862.51759952378
17,Foreign Trade,2020,3,50361022.27203331164
17,Foreign Trade,2021,2,50990342.68582801378
17,Foreign Trade,2022,1,59440328.43986179847
17,Foreign Trade,2022,4,52683413.89624513153
17,Foreign Trade,2023,3,54664872.96156045895
17,Foreign Trade,2024,2,60388432.05673059708
18,International Affairs and Foreign Aid,2010,2,9994133.24349969588
18,International Affairs and Foreign Aid,2011,1,10023591.56657893271
18,International Affairs and Foreign Aid,2011,4,14142140.66979433245
18,International Affairs and Foreign Aid,2012,3,12147583.71440582942
18,International Affairs and Foreign Aid,2013,2,11417274.91218300493
18,International Affairs and Foreign Aid,2014,1,13492564.13100563115
18,International Affairs and Foreign Aid,2014,4,16644854.94972668536
18,International Affairs and Foreign Aid,2015,3,13167955.64757402858
18,International Affairs and Foreign Aid,2016,2,11708489.34626084227
18,International Affairs and Foreign Aid,2017,1,11899436.73409099039
18,International Affairs and Foreign Aid,2017,4,20797012.09712750556
18,International Affairs and Foreign Aid,2018,3,19304059.59958796675
18,International Affairs and Foreign Aid,2019,2,17531721.98013060282
12,Social Welfare,2013,4,11868961.98539443510
12,Social Welfare,2014,3,11658950.91838725875
12,Social Welfare,2015,2,11616776.16863495087
12,Social Welfare,2016,1,11282840.86244822504
12,Social Welfare,2016,4,11203312.93290962868
12,Social Welfare,2017,3,10436917.05175498414
12,Social Welfare,2018,2,12139861.37575419462
12,Social Welfare,2019,1,13609188.31337567614
12,Social Welfare,2019,4,12855399.13081881532
12,Social Welfare,2020,3,10924469.74380249038
12,Social Welfare,2021,2,9622510.20724598879
12,Social Welfare,2022,1,10828553.92403814594
13,Community Development and Housing,2010,3,11413015.08145365041
13,Community Development and Housing,2011,2,10460349.28345029508
13,Community Development and Housing,2012,1,10407459.73928943100
14,"Banking, Finance, and Domestic Commerce",2010,3,224950037.57095384344
14,"Banking, Finance, and Domestic Commerce",2011,2,215805528.03368572684
14,"Banking, Finance, and Domestic Commerce",2012,1,235360904.60916359770
14,"Banking, Finance, and Domestic Commerce",2012,4,225276631.51187804721
14,"Banking, Finance, and Domestic Commerce",2013,3,212606449.92727074966
14,"Banking, Finance, and Domestic Commerce",2014,2,215716910.35624305748
14,"Banking, Finance, and Domestic Commerce",2015,1,221084304.02650536353
15,Defense,2019,4,73718429.49918476966
15,Defense,2020,3,71720298.00485608012
15,Defense,2021,2,73339150.60196916254
15,Defense,2022,1,84162391.34059724590
15,Defense,2022,4,87674203.16422497664
15,Defense,2023,3,91706189.91119683221
15,Defense,2024,2,104275639.62045660455
16,"Space, Science, Technology, and Communications",2022,4,112734139.69683226231
16,"Space, Science, Technology, and Communications",2023,3,110896442.72437687417
16,"Space, Science, Technology, and Communications",2024,2,116767872.15859769491
17,Foreign Trade,2010,3,33078342.68561975466
17,Foreign Trade,2011,2,34958760.78291031284
17,Foreign Trade,2012,1,41162169.39845094610
17,Foreign Trade,2012,4,41022597.27476836368
17,Foreign Trade,2013,3,39007902.66841654343
17,Foreign Trade,2014,2,42018899.95934496550
17,Foreign Trade,2015,1,47223418.29085596045
17,Foreign Trade,2015,4,44643856.37052854106
17,Foreign Trade,2016,3,38855940.79872551277
17,Foreign Trade,2017,2,43944154.90280942015
17,Foreign Trade,2018,1,60093797.52546708020
17,Foreign Trade,2018,4,57357708.58204570414
17,Foreign Trade,2019,3,60572638.64076548443
17,Foreign Trade,2020,2,52579012.67163214572
17,Foreign Trade,2021,1,56376514.75742271273
18,International Affairs and Foreign Aid,2012,4,13094640.73171445809
18,International Affairs and Foreign Aid,2013,3,13936092.70768395655
18,International Affairs and Foreign Aid,2014,2,12985633.16581934021
18,International Affairs and Foreign Aid,2015,1,11495659.18853038912
18,International Affairs and Foreign Aid,2015,4,11651166.03926381459
18,International Affairs and Foreign Aid,2016,3,9479057.42999084221
18,International Affairs and Foreign Aid,2017,2,13882449.91922307752
18,International Affairs and Foreign Aid,2018,1,16295350.17307463733
18,International Affairs and Foreign Aid,2018,4,22774398.60217331646
18,International Affairs and Foreign Aid,2019,3,28360970.82825787005
18,International Affairs and Foreign Aid,2020,2,10357372.72964774267
18,International Affairs and Foreign Aid,2021,1,10794614.86079933105
18,International Affairs and Foreign Aid,2021,4,10639629.18040533277
18,International Affairs and Foreign Aid,2022,3,11223052.69262496056
18,International Affairs and Foreign Aid,2023,2,17485450.19165415818
18,International Affairs and Foreign Aid,2024,1,15823651.14190507682
9,Immigration,2021,2,16891237.02845411028
9,Immigration,2022,1,17199123.50855876327
9,Immigration,2022,4,15950779.66703850428
9,Immigration,2023,3,14654380.48139033332
9,Immigration,2024,2,15026815.77790834981
10,Transportation,2024,4,61521168.81106610579
11,"Law, Crime, and Family Issues",2019,4,12509858.38829911289
11,"Law, Crime, and Family Issues",2020,3,14865428.60345615615
11,"Law, Crime, and Family Issues",2021,2,13801568.97438179287
11,"Law, Crime, and Family Issues",2022,1,13073890.74546830057
11,"Law, Crime, and Family Issues",2022,4,13615035.59894508153
11,"Law, Crime, and Family Issues",2023,3,13224673.68115343472
11,"Law, Crime, and Family Issues",2024,2,14559041.27919891778
12,Social Welfare,2010,1,14936961.22699827315
12,Social Welfare,2010,4,11897309.76884449470
12,Social Welfare,2011,3,10936283.41975630109
12,Social Welfare,2012,2,12723529.92891609370
12,Social Welfare,2013,1,11768359.08473974824
14,"Banking, Finance, and Domestic Commerce",2010,1,233662026.40635486800
14,"Banking, Finance, and Domestic Commerce",2010,4,229086521.19560550293
14,"Banking, Finance, and Domestic Commerce",2011,3,211489033.73508309110
14,"Banking, Finance, and Domestic Commerce",2012,2,221132794.55282885865
14,"Banking, Finance, and Domestic Commerce",2013,1,223226524.24444828354
14,"Banking, Finance, and Domestic Commerce",2013,4,218819931.34917437154
14,"Banking, Finance, and Domestic Commerce",2014,3,214382807.50991849736
14,"Banking, Finance, and Domestic Commerce",2015,2,208489871.11831019160
14,"Banking, Finance, and Domestic Commerce",2016,1,210583668.90013678033
15,Defense,2010,2,65276650.88593257670
15,Defense,2011,1,58229970.24226040513
16,"Space, Science, Technology, and Communications",2010,4,87640546.10498429541
16,"Space, Science, Technology, and Communications",2011,3,94328299.87294058445
16,"Space, Science, Technology, and Communications",2012,2,79202071.63455584123
16,"Space, Science, Technology, and Communications",2013,1,85156813.11796167681
16,"Space, Science, Technology, and Communications",2013,4,90257217.42567941960
16,"Space, Science, Technology, and Communications",2014,3,85848449.86861572482
16,"Space, Science, Technology, and Communications",2015,2,95908803.74969858709
16,"Space, Science, Technology, and Communications",2016,1,94656116.84978290828
16,"Space, Science, Technology, and Communications",2016,4,83627562.50189334819
16,"Space, Science, Technology, and Communications",2017,3,81106138.80557334979
16,"Space, Science, Technology, and Communications",2018,2,88751174.25368176430
16,"Space, Science, Technology, and Communications",2019,1,99648755.32394663546
16,"Space, Science, Technology, and Communications",2019,4,102057435.33166712818
16,"Space, Science, Technology, and Communications",2020,3,92187259.06420525973
16,"Space, Science, Technology, and Communications",2021,2,99594956.51366613301
16,"Space, Science, Technology, and Communications",2022,1,117560780.91883002677
17,Foreign Trade,2010,2,32688932.07161579552
17,Foreign Trade,2011,1,37042539.09203609494
17,Foreign Trade,2011,4,37119509.82045022349
17,Foreign Trade,2012,3,39919089.92394566885
17,Foreign Trade,2013,2,38858744.02585652738
17,Foreign Trade,2014,1,43639087.68283940392
17,Foreign Trade,2014,4,43469372.00335806139
17,Foreign Trade,2015,3,45708613.68921791825
17,Foreign Trade,2016,2,43229801.09237301160
17,Foreign Trade,2017,1,43576909.88572914729
18,International Affairs and Foreign Aid,2016,4,10449893.35937420389
18,International Affairs and Foreign Aid,2017,3,11710193.29812587186
18,International Affairs and Foreign Aid,2018,2,22165407.10403736650
8,Energy,2023,3,56474594.60693013644
8,Energy,2024,2,59210230.20886691776
9,Immigration,2010,2,7555981.02982074029
9,Immigration,2011,1,7501767.22870569152
9,Immigration,2011,4,8470019.00203924378
9,Immigration,2012,3,9446563.32703945167
9,Immigration,2013,2,23694762.83067114950
9,Immigration,2014,1,17373115.82648341479
9,Immigration,2014,4,13656765.13896927416
9,Immigration,2015,3,12533116.61915032781
9,Immigration,2016,2,11750116.08787931595
9,Immigration,2017,1,14858513.36149234679
9,Immigration,2017,4,19159202.89818019053
9,Immigration,2018,3,17928144.13502101990
9,Immigration,2019,2,15167226.42313604956
9,Immigration,2020,1,13678761.27541423431
10,Transportation,2010,3,50418001.85599515599
10,Transportation,2011,2,53627764.29606119021
10,Transportation,2012,1,55711472.18489150345
10,Transportation,2012,4,48849011.16501865471
10,Transportation,2013,3,42744876.53392589831
10,Transportation,2014,2,47609983.37836879712
10,Transportation,2015,1,55133114.56669589582
11,"Law, Crime, and Family Issues",2010,1,17746105.80870371057
12,Social Welfare,2022,4,12089958.58956885451
12,Social Welfare,2023,3,9584704.57527238276
12,Social Welfare,2024,2,10351599.05357353892
13,Community Development and Housing,2017,4,12706344.68371750671
13,Community Development and Housing,2018,3,14325425.89224743187
13,Community Development and Housing,2019,2,12298320.87513423969
13,Community Development and Housing,2020,1,13256819.47215558417
13,Community Development and Housing,2020,4,15038794.81705206036
13,Community Development and Housing,2021,3,14119082.54871759552
13,Community Development and Housing,2022,2,15632116.43402832542
13,Community Development and Housing,2023,1,17053696.09118957997
13,Community Development and Housing,2023,4,18147961.54363161681
13,Community Development and Housing,2024,3,19355516.35573529815
14,"Banking, Finance, and Domestic Commerce",2015,4,210644781.04061989130
14,"Banking, Finance, and Domestic Commerce",2016,3,197469827.25983742854
14,"Banking, Finance, and Domestic Commerce",2017,2,224102887.61197164482
14,"Banking, Finance, and Domestic Commerce",2018,1,236951989.04543804791
14,"Banking, Finance, and Domestic Commerce",2018,4,211791902.84079481082
14,"Banking, Finance, and Domestic Commerce",2019,3,207594408.38888082353
14,"Banking, Finance, and Domestic Commerce",2020,2,218233429.61472707072
14,"Banking, Finance, and Domestic Commerce",2021,1,223999536.95868208749
14,"Banking, Finance, and Domestic Commerce",2021,4,255349581.51197146570
14,"Banking, Finance, and Domestic Commerce",2022,3,261584299.26228103402
14,"Banking, Finance, and Domestic Commerce",2023,2,255793105.51804681464
14,"Banking, Finance, and Domestic Commerce",2024,1,293971457.24132163214
15,Defense,2010,4,59723090.75545691783
15,Defense,2011,3,56594063.80200171359
15,Defense,2012,2,62023109.31001477340
15,Defense,2013,1,60636766.42349171748
15,Defense,2013,4,61122714.83597620909
15,Defense,2014,3,61835577.42138601363
15,Defense,2015,2,66757477.54336424383
15,Defense,2016,1,65557564.23861322382
15,Defense,2016,4,63906697.35832801252
15,Defense,2017,3,65763836.41624045741
15,Defense,2018,2,69705725.86263230763
15,Defense,2019,1,72513002.95391504814
16,"Space, Science, Technology, and Communications",2010,2,86406814.09435553684
16,"Space, Science, Technology, and Communications",2011,1,99433711.76090065324
16,"Space, Science, Technology, and Communications",2011,4,92775408.95287105955
16,"Space, Science, Technology, and Communications",2012,3,78569247.94219919433
9,Immigration,2022,3,15588315.58511612422
9,Immigration,2023,2,15951332.95767962166
9,Immigration,2024,1,16443418.77960112350
10,Transportation,2010,2,52894966.30043378808
10,Transportation,2011,1,54776086.70323766301
11,"Law, Crime, and Family Issues",2018,4,14600422.11615780936
11,"Law, Crime, and Family Issues",2019,3,11433832.15330008753
11,"Law, Crime, and Family Issues",2020,2,14790479.95347629799
11,"Law, Crime, and Family Issues",2021,1,18108928.55372735753
11,"Law, Crime, and Family Issues",2021,4,12908027.74852600447
11,"Law, Crime, and Family Issues",2022,3,12521294.50971402359
11,"Law, Crime, and Family Issues",2023,2,14187409.39776161536
11,"Law, Crime, and Family Issues",2024,1,14719300.92589713364
11,"Law, Crime, and Family Issues",2024,4,14407426.44138392394
12,Social Welfare,2010,2,15226911.09735729330
12,Social Welfare,2011,1,10407299.54876876029
12,Social Welfare,2011,4,11930040.02131646370
12,Social Welfare,2012,3,12174892.81303934596
12,Social Welfare,2013,2,11780861.31047714717
12,Social Welfare,2014,1,12906069.95259009157
12,Social Welfare,2014,4,12037842.05231930484
12,Social Welfare,2015,3,11613184.50400661393
12,Social Welfare,2016,2,12016067.63984656128
12,Social Welfare,2017,1,11706293.98542984759
13,Community Development and Housing,2021,4,15143711.88391706240
13,Community Development and Housing,2022,3,16920321.16430616066
13,Community Development and Housing,2023,2,16994874.99741066310
13,Community Development and Housing,2024,1,18470878.80173654070
13,Community Development and Housing,2024,4,17787098.11304593138
14,"Banking, Finance, and Domestic Commerce",2011,4,223695334.34094703640
14,"Banking, Finance, and Domestic Commerce",2012,3,216539455.83043141964
14,"Banking, Finance, and Domestic Commerce",2013,2,214833699.12792576414
14,"Banking, Finance, and Domestic Commerce",2014,1,223057807.36560607911
14,"Banking, Finance, and Domestic Commerce",2014,4,220826394.83488309560
14,"Banking, Finance, and Domestic Commerce",2015,3,201883076.19347064349
14,"Banking, Finance, and Domestic Commerce",2016,2,201995604.53347827312
14,"Banking, Finance, and Domestic Commerce",2017,1,237452020.44155100356
14,"Banking, Finance, and Domestic Commerce",2017,4,258765937.71380346443
14,"Banking, Finance, and Domestic Commerce",2018,3,207979342.84582721349
14,"Banking, Finance, and Domestic Commerce",2019,2,214522139.25614963617
14,"Banking, Finance, and Domestic Commerce",2020,1,233278030.52338885101
15,Defense,2010,1,67506227.14654514142
16,"Space, Science, Technology, and Communications",2014,4,85239740.55153334337
16,"Space, Science, Technology, and Communications",2015,3,86964741.00231595592
16,"Space, Science, Technology, and Communications",2016,2,86720645.63287019005
16,"Space, Science, Technology, and Communications",2017,1,86017156.10208176095
16,"Space, Science, Technology, and Communications",2017,4,85240298.60376028183
16,"Space, Science, Technology, and Communications",2018,3,87210729.29818190435
16,"Space, Science, Technology, and Communications",2019,2,96391379.65426025518
16,"Space, Science, Technology, and Communications",2020,1,105718936.99512803984
16,"Space, Science, Technology, and Communications",2020,4,96457553.78007220683
16,"Space, Science, Technology, and Communications",2021,3,105300981.83954408275
16,"Space, Science, Technology, and Communications",2022,2,113091207.33332562895
16,"Space, Science, Technology, and Communications",2023,1,120184806.97623128748
16,"Space, Science, Technology, and Communications",2023,4,117158715.56114737302
16,"Space, Science, Technology, and Communications",2024,3,116777330.97838882348
11,"Law, Crime, and Family Issues",2011,1,16409996.99956613632
11,"Law, Crime, and Family Issues",2011,4,14010931.74131826485
11,"Law, Crime, and Family Issues",2012,3,13384779.96296718329
11,"Law, Crime, and Family Issues",2013,2,12186741.82554174473
11,"Law, Crime, and Family Issues",2014,1,13305144.04248584286
12,Social Welfare,2018,4,11668663.15101284970
12,Social Welfare,2019,3,11902467.83784064190
12,Social Welfare,2020,2,11697055.66256772505
12,Social Welfare,2021,1,10997442.75191228611
12,Social Welfare,2021,4,9912340.63013869480
12,Social Welfare,2022,3,11439792.38887166469
12,Social Welfare,2023,2,10156744.63277165077
12,Social Welfare,2024,1,11641015.89424910154
12,Social Welfare,2024,4,11426034.34576616054
13,Community Development and Housing,2010,2,13018400.52947110855
13,Community Development and Housing,2011,1,10699043.61279388842
13,Community Development and Housing,2011,4,9975338.41311299689
13,Community Development and Housing,2012,3,10761173.67183275852
13,Community Development and Housing,2013,2,10820945.84472055619
13,Community Development and Housing,2014,1,10888530.75986292171
13,Community Development and Housing,2014,4,11199572.57426271406
13,Community Development and Housing,2015,3,9634172.15426338301
13,Community Development and Housing,2016,2,10799429.41673701186
13,Community Development and Housing,2017,1,11279359.00245262925
14,"Banking, Finance, and Domestic Commerce",2024,4,284985905.33762212256
15,Defense,2011,4,62255160.40615243590
15,Defense,2012,3,61259109.75130737950
15,Defense,2013,2,58037182.43910772919
15,Defense,2014,1,60815870.49019121282
15,Defense,2014,4,60317519.36452022619
15,Defense,2015,3,62424896.31562954289
15,Defense,2016,2,65459300.16891033967
15,Defense,2017,1,66477676.45744417014
15,Defense,2017,4,68845749.43690263424
15,Defense,2018,3,70304417.82104729717
15,Defense,2019,2,72971586.10323070521
15,Defense,2020,1,77774993.50002369907
15,Defense,2020,4,75886144.23137330547
15,Defense,2021,3,76262164.38535776312
15,Defense,2022,2,85436692.00412105720
15,Defense,2023,1,94633381.63841971022
16,"Space, Science, Technology, and Communications",2010,1,87286544.15703093576
17,Foreign Trade,2017,4,49623350.16921523164
17,Foreign Trade,2018,3,57909297.50780193279
17,Foreign Trade,2019,2,62954837.70702516283
17,Foreign Trade,2020,1,63725587.91928696094
17,Foreign Trade,2020,4,51156046.88798321502
17,Foreign Trade,2021,3,50086231.57259841062
17,Foreign Trade,2022,2,54693447.78383486478
17,Foreign Trade,2023,1,57112049.75683379034
17,Foreign Trade,2023,4,56286847.96963393301
17,Foreign Trade,2024,3,58119212.42082023751
18,International Affairs and Foreign Aid,2010,1,10745086.97460173084
18,International Affairs and Foreign Aid,2010,4,10593469.37913993429
18,International Affairs and Foreign Aid,2011,3,11961525.57851119422
18,International Affairs and Foreign Aid,2012,2,12588537.99861529425
18,International Affairs and Foreign Aid,2013,1,13093372.45920603132
18,International Affairs and Foreign Aid,2013,4,16629400.00554008745
18,International Affairs and Foreign Aid,2014,3,11942417.66675341627
18,International Affairs and Foreign Aid,2015,2,11862076.80072836482
18,International Affairs and Foreign Aid,2016,1,11225926.69085796887
19,Government Operations,2023,4,121172702.37681947869
19,Government Operations,2024,3,121868183.83167702348
20,Public Lands and Water Management,2010,4,14173703.78764444121
20,Public Lands and Water Management,2011,3,14691930.59137023040
20,Public Lands and Water Management,2012,2,17443213.56620734556
8,Energy,2023,4,59699934.10953492582
8,Energy,2024,3,58205490.89572436971
9,Immigration,2010,1,8113563.15158629479
9,Immigration,2010,4,7949314.98397958616
9,Immigration,2011,3,8338422.92092103745
9,Immigration,2012,2,9683583.59808259831
9,Immigration,2013,1,16089958.76967763430
9,Immigration,2013,4,20065802.31901239878
9,Immigration,2014,3,15138262.89891593701
9,Immigration,2015,2,13653128.32889774409
9,Immigration,2016,1,12646034.48152690299
10,Transportation,2010,1,56121078.92413807295
10,Transportation,2010,4,51271238.12746458209
10,Transportation,2011,3,51271717.22532473564
10,Transportation,2012,2,53866385.45509469606
10,Transportation,2013,1,45172102.53653494074
10,Transportation,2013,4,44431137.94568732216
10,Transportation,2014,3,50246304.15184929443
10,Transportation,2015,2,56857898.25429286623
10,Transportation,2016,1,56868188.17170712201
10,Transportation,2016,4,50724838.93225185171
10,Transportation,2017,3,56004811.31640911539
10,Transportation,2018,2,58352753.31782836718
10,Transportation,2019,1,56339994.87499706540
11,"Law, Crime, and Family Issues",2023,4,14507473.33447838487
11,"Law, Crime, and Family Issues",2024,3,13616536.64082761031
13,Community Development and Housing,2016,4,11389510.68329765238
13,Community Development and Housing,2017,3,11014477.06818183600
13,Community Development and Housing,2018,2,12901264.98663748453
13,Community Development and Housing,2019,1,13190210.51041212059
13,Community Development and Housing,2019,4,13040989.60016893814
13,Community Development and Housing,2020,3,15245873.75866145337
13,Community Development and Housing,2021,2,13525346.89742960913
13,Community Development and Housing,2022,1,14508090.93285468306
13,Community Development and Housing,2022,4,16027056.53386405391
13,Community Development and Housing,2023,3,16824002.87048158997
13,Community Development and Housing,2024,2,18025515.60470530391
14,"Banking, Finance, and Domestic Commerce",2016,4,201011485.74471105582
14,"Banking, Finance, and Domestic Commerce",2017,3,221134839.07548923963
14,"Banking, Finance, and Domestic Commerce",2018,2,212539864.97604034377
14,"Banking, Finance, and Domestic Commerce",2019,1,225264960.61172709465
14,"Banking, Finance, and Domestic Commerce",2019,4,215639366.00457971108
14,"Banking, Finance, and Domestic Commerce",2020,3,214557162.33441741357
14,"Banking, Finance, and Domestic Commerce",2021,2,222317758.23526051945
14,"Banking, Finance, and Domestic Commerce",2022,1,268254412.45732154740
14,"Banking, Finance, and Domestic Commerce",2022,4,260995069.11029079915
14,"Banking, Finance, and Domestic Commerce",2023,3,254989416.08589696102
14,"Banking, Finance, and Domestic Commerce",2024,2,269893272.74082971348
15,Defense,2010,3,61099048.74511283033
15,Defense,2011,2,59571983.61138249426
15,Defense,2012,1,60703762.92680476384
15,Defense,2012,4,64692000.66953381719
15,Defense,2013,3,55953403.04964886621
15,Defense,2014,2,64312272.91406347215
15,Defense,2015,1,62474748.94986125575
16,"Space, Science, Technology, and Communications",2010,3,183795519.07695961989
16,"Space, Science, Technology, and Communications",2011,2,96352707.52199249281
16,"Space, Science, Technology, and Communications",2012,1,89780899.95037207475
16,"Space, Science, Technology, and Communications",2012,4,81132887.41701046774
16,"Space, Science, Technology, and Communications",2013,3,80318342.67639726970
16,"Space, Science, Technology, and Communications",2014,2,92187493.98886019594
16,"Space, Science, Technology, and Communications",2015,1,94001793.24877782321
11,"Law, Crime, and Family Issues",2010,3,17139588.06115941066
11,"Law, Crime, and Family Issues",2011,2,17214418.89902690295
11,"Law, Crime, and Family Issues",2012,1,14830148.85085591281
11,"Law, Crime, and Family Issues",2012,4,14337309.16733177711
11,"Law, Crime, and Family Issues",2013,3,12223051.57796802927
11,"Law, Crime, and Family Issues",2014,2,13810157.94219475306
11,"Law, Crime, and Family Issues",2015,1,12702855.95203015862
11,"Law, Crime, and Family Issues",2015,4,12696760.09113573832
11,"Law, Crime, and Family Issues",2016,3,13523236.52772974814
11,"Law, Crime, and Family Issues",2017,2,13984191.63505445931
11,"Law, Crime, and Family Issues",2018,1,13724000.94880031585
12,Social Welfare,2017,4,12061556.80978857337
12,Social Welfare,2018,3,12256876.43503435667
12,Social Welfare,2019,2,12721972.62845967014
12,Social Welfare,2020,1,12416797.82870526628
12,Social Welfare,2020,4,12002680.39553565743
12,Social Welfare,2021,3,10691863.67895801419
12,Social Welfare,2022,2,11184810.56798501628
12,Social Welfare,2023,1,10619872.94422401265
12,Social Welfare,2023,4,11019947.06610456052
12,Social Welfare,2024,3,10673166.67881660702
13,Community Development and Housing,2012,4,11030759.62946928688
13,Community Development and Housing,2013,3,10853699.36895996917
13,Community Development and Housing,2014,2,12510337.55210524682
13,Community Development and Housing,2015,1,10659153.20172572449
13,Community Development and Housing,2015,4,11718263.19667442917
13,Community Development and Housing,2016,3,12147792.46811007911
13,Community Development and Housing,2017,2,11103341.55705319714
13,Community Development and Housing,2018,1,12387385.82008576138
13,Community Development and Housing,2018,4,12962669.79724975666
13,Community Development and Housing,2019,3,12041748.31050338466
13,Community Development and Housing,2020,2,13003727.30731152138
13,Community Development and Housing,2021,1,13287040.41572139769
14,"Banking, Finance, and Domestic Commerce",2020,4,220255760.09678602063
14,"Banking, Finance, and Domestic Commerce",2021,3,240693962.92415448132
14,"Banking, Finance, and Domestic Commerce",2022,2,252734593.94884490497
14,"Banking, Finance, and Domestic Commerce",2023,1,279270299.92822071222
14,"Banking, Finance, and Domestic Commerce",2023,4,272956533.76809399450
14,"Banking, Finance, and Domestic Commerce",2024,3,276713384.62658816132
15,Defense,2015,4,62062427.95095095551
15,Defense,2016,3,62966096.88426999019
15,Defense,2017,2,67914006.13397578671
15,Defense,2018,1,71728930.61597451369
15,Defense,2018,4,69863528.64112534892
15,Defense,2019,3,72542470.57490527720
15,Defense,2020,2,73689342.98029301375
15,Defense,2021,1,74027464.31096086413
15,Defense,2021,4,80562228.49293438968
15,Defense,2022,3,85840062.94958708849
15,Defense,2023,2,97740177.22850590993
15,Defense,2024,1,105179264.92476399215
15,Defense,2024,4,102591721.21290761686
17,Foreign Trade,2021,4,52244679.98543727304
17,Foreign Trade,2022,3,52224280.70299880686
17,Foreign Trade,2023,2,56451877.88671346884
17,Foreign Trade,2024,1,63221068.75560444049
17,Foreign Trade,2024,4,60626783.08265776267
18,International Affairs and Foreign Aid,2010,3,9332212.71063936025
18,International Affairs and Foreign Aid,2011,2,12144625.57394226817
18,International Affairs and Foreign Aid,2012,1,12236902.08090412282
20,Public Lands and Water Management,2010,3,15232364.75311267178
20,Public Lands and Water Management,2011,2,15803579.47094737829
20,Public Lands and Water Management,2012,1,16979447.95432845415
18,International Affairs and Foreign Aid,2020,1,11534014.93597127768
19,Government Operations,2010,3,99485672.01896130229
19,Government Operations,2011,2,94773532.57750813360
19,Government Operations,2012,1,94474768.61301096163
19,Government Operations,2012,4,91293725.08401407982
19,Government Operations,2013,3,81791102.72372605382
19,Government Operations,2014,2,81800176.78509496435
19,Government Operations,2015,1,84821000.86391945649
20,Public Lands and Water Management,2010,1,16395289.87488893044
47,Biotechnology,2020,4,18281952.18804377222
47,Biotechnology,2021,3,22663298.85902128362
47,Biotechnology,2022,2,25278228.72427621183
47,Biotechnology,2023,1,24592254.50840101376
47,Biotechnology,2023,4,26022496.05309062281
47,Biotechnology,2024,3,27206865.79161191324
48,Intellectual Property,2015,4,31899553.80758367779
48,Intellectual Property,2016,3,27368203.64024200003
48,Intellectual Property,2017,2,23944271.85776211386
48,Intellectual Property,2018,1,28648442.01792922633
48,Intellectual Property,2018,4,24249137.57895661206
48,Intellectual Property,2019,3,25619308.77844991202
48,Intellectual Property,2020,2,22680660.35671070157
48,Intellectual Property,2021,1,22848157.73857688855
48,Intellectual Property,2021,4,25123686.38620856199
48,Intellectual Property,2022,3,27964298.19877347585
48,Intellectual Property,2023,2,22320112.01268492710
48,Intellectual Property,2024,1,27040894.50576062395
48,Intellectual Property,2024,4,24990821.91556868527
49,Health Systems/Hospital Systems,2010,4,120124662.04211375834
49,Health Systems/Hospital Systems,2011,3,115497249.29235505327
49,Health Systems/Hospital Systems,2012,2,116862312.07441315925
49,Health Systems/Hospital Systems,2013,1,114202686.68563796220
49,Health Systems/Hospital Systems,2013,4,109359497.76435684119
49,Health Systems/Hospital Systems,2014,3,104613646.94725514898
49,Health Systems/Hospital Systems,2015,2,106339369.60574841952
49,Health Systems/Hospital Systems,2016,1,107002939.86183817260
49,Health Systems/Hospital Systems,2016,4,105052394.27847548523
49,Health Systems/Hospital Systems,2017,3,113115238.69022494077
49,Health Systems/Hospital Systems,2018,2,117800677.91791077102
49,Health Systems/Hospital Systems,2019,1,125530105.61485989781
49,Health Systems/Hospital Systems,2019,4,124061543.47449934523
49,Health Systems/Hospital Systems,2020,3,133203007.58700645319
49,Health Systems/Hospital Systems,2021,2,140574095.18634022466
49,Health Systems/Hospital Systems,2022,1,164611101.45485622649
50,FCPA/Foreign Corrupt Practices Act,2010,2,24098921.57061104116
50,FCPA/Foreign Corrupt Practices Act,2011,1,24637768.88291388386
50,FCPA/Foreign Corrupt Practices Act,2011,4,28409028.04116528859
50,FCPA/Foreign Corrupt Practices Act,2012,3,27441566.97394997951
50,FCPA/Foreign Corrupt Practices Act,2013,2,24449984.40179928762
50,FCPA/Foreign Corrupt Practices Act,2014,1,27614034.64579793026
50,FCPA/Foreign Corrupt Practices Act,2014,4,29647385.74144629242
50,FCPA/Foreign Corrupt Practices Act,2015,3,25765603.78450836977
50,FCPA/Foreign Corrupt Practices Act,2016,2,25587793.35862890476
