swi_issue_id,issue_name,issue_description,Year,Quarter,LDA_frequency
7,Environment,"Environmental subtopics, appropriations for environmental agencies, and environmental policy",2012,3,1391
7,Environment,"Environmental subtopics, appropriations for environmental agencies, and environmental policy",2013,2,1334
7,Environment,"Environmental subtopics, appropriations for environmental agencies, and environmental policy",2014,1,1377
9,Immigration,"Observations related to immigration, undocumented immigration, visa issues, and refugees",2024,4,438
10,Transportation,"Transportation subtopics, transportation appropriations, and transportation policy",2019,4,2029
10,Transportation,"Transportation subtopics, transportation appropriations, and transportation policy",2020,3,2109
10,Transportation,"Transportation subtopics, transportation appropriations, and transportation policy",2021,2,2365
10,Transportation,"Transportation subtopics, transportation appropriations, and transportation policy",2022,1,2326
10,Transportation,"Transportation subtopics, transportation appropriations, and transportation policy",2022,4,2267
10,Transportation,"Transportation subtopics, transportation appropriations, and transportation policy",2023,3,2369
7,Environment,"Environmental subtopics, appropriations for environmental agencies, and environmental policy",2018,3,1316
7,Environment,"Environmental subtopics, appropriations for environmental agencies, and environmental policy",2019,2,1328
7,Environment,"Environmental subtopics, appropriations for environmental agencies, and environmental policy",2020,1,1364
7,Environment,"Environmental subtopics, appropriations for environmental agencies, and environmental policy",2020,4,1340
7,Environment,"Environmental subtopics, appropriations for environmental agencies, and environmental policy",2021,3,1553
7,Environment,"Environmental subtopics, appropriations for environmental agencies, and environmental policy",2022,2,1585
7,Environment,"Environmental subtopics, appropriations for environmental agencies, and environmental policy",2023,1,1528
7,Environment,"Environmental subtopics, appropriations for environmental agencies, and environmental policy",2023,4,1624
7,Environment,"Environmental subtopics, appropriations for environmental agencies, and environmental policy",2024,3,1647
8,Energy,"Energy subtopics, appropriations for energy agencies, and energy policy",2017,4,1411
8,Energy,"Energy subtopics, appropriations for energy agencies, and energy policy",2018,3,1372
8,Energy,"Energy subtopics, appropriations for energy agencies, and energy policy",2019,2,1345
8,Energy,"Energy subtopics, appropriations for energy agencies, and energy policy",2020,1,1341
8,Energy,"Energy subtopics, appropriations for energy agencies, and energy policy",2020,4,1340
8,Energy,"Energy subtopics, appropriations for energy agencies, and energy policy",2021,3,1629
8,Energy,"Energy subtopics, appropriations for energy agencies, and energy policy",2022,2,1732
8,Energy,"Energy subtopics, appropriations for energy agencies, and energy policy",2023,1,1747
8,Energy,"Energy subtopics, appropriations for energy agencies, and energy policy",2023,4,1808
8,Energy,"Energy subtopics, appropriations for energy agencies, and energy policy",2024,3,1857
9,Immigration,"Observations related to immigration, undocumented immigration, visa issues, and refugees",2010,1,315
9,Immigration,"Observations related to immigration, undocumented immigration, visa issues, and refugees",2010,4,313
9,Immigration,"Observations related to immigration, undocumented immigration, visa issues, and refugees",2011,3,324
9,Immigration,"Observations related to immigration, undocumented immigration, visa issues, and refugees",2012,2,331
9,Immigration,"Observations related to immigration, undocumented immigration, visa issues, and refugees",2013,1,514
9,Immigration,"Observations related to immigration, undocumented immigration, visa issues, and refugees",2013,4,637
9,Immigration,"Observations related to immigration, undocumented immigration, visa issues, and refugees",2014,3,519
9,Immigration,"Observations related to immigration, undocumented immigration, visa issues, and refugees",2015,2,447
9,Immigration,"Observations related to immigration, undocumented immigration, visa issues, and refugees",2016,1,419
10,Transportation,"Transportation subtopics, transportation appropriations, and transportation policy",2010,1,2027
10,Transportation,"Transportation subtopics, transportation appropriations, and transportation policy",2010,4,1867
7,Environment,"Environmental subtopics, appropriations for environmental agencies, and environmental policy",2016,3,1323
7,Environment,"Environmental subtopics, appropriations for environmental agencies, and environmental policy",2017,2,1337
7,Environment,"Environmental subtopics, appropriations for environmental agencies, and environmental policy",2018,1,1309
9,Immigration,"Observations related to immigration, undocumented immigration, visa issues, and refugees",2012,4,332
9,Immigration,"Observations related to immigration, undocumented immigration, visa issues, and refugees",2013,3,712
9,Immigration,"Observations related to immigration, undocumented immigration, visa issues, and refugees",2014,2,560
9,Immigration,"Observations related to immigration, undocumented immigration, visa issues, and refugees",2015,1,478
9,Immigration,"Observations related to immigration, undocumented immigration, visa issues, and refugees",2015,4,451
9,Immigration,"Observations related to immigration, undocumented immigration, visa issues, and refugees",2016,3,392
9,Immigration,"Observations related to immigration, undocumented immigration, visa issues, and refugees",2017,2,528
9,Immigration,"Observations related to immigration, undocumented immigration, visa issues, and refugees",2018,1,712
9,Immigration,"Observations related to immigration, undocumented immigration, visa issues, and refugees",2018,4,672
9,Immigration,"Observations related to immigration, undocumented immigration, visa issues, and refugees",2019,3,624
9,Immigration,"Observations related to immigration, undocumented immigration, visa issues, and refugees",2020,2,631
9,Immigration,"Observations related to immigration, undocumented immigration, visa issues, and refugees",2021,1,588
9,Immigration,"Observations related to immigration, undocumented immigration, visa issues, and refugees",2021,4,588
9,Immigration,"Observations related to immigration, undocumented immigration, visa issues, and refugees",2022,3,543
9,Immigration,"Observations related to immigration, undocumented immigration, visa issues, and refugees",2023,2,510
9,Immigration,"Observations related to immigration, undocumented immigration, visa issues, and refugees",2024,1,501
10,Transportation,"Transportation subtopics, transportation appropriations, and transportation policy",2010,2,2015
10,Transportation,"Transportation subtopics, transportation appropriations, and transportation policy",2011,1,1889
11,"Law, Crime, and Family Issues","Law, crime, and family issue subtopics and issues related to law and crime",2018,4,507
11,"Law, Crime, and Family Issues","Law, crime, and family issue subtopics and issues related to law and crime",2019,3,505
11,"Law, Crime, and Family Issues","Law, crime, and family issue subtopics and issues related to law and crime",2020,2,595
11,"Law, Crime, and Family Issues","Law, crime, and family issue subtopics and issues related to law and crime",2021,1,531
11,"Law, Crime, and Family Issues","Law, crime, and family issue subtopics and issues related to law and crime",2021,4,552
11,"Law, Crime, and Family Issues","Law, crime, and family issue subtopics and issues related to law and crime",2022,3,545
11,"Law, Crime, and Family Issues","Law, crime, and family issue subtopics and issues related to law and crime",2023,2,516
10,Transportation,"Transportation subtopics, transportation appropriations, and transportation policy",2011,4,1953
10,Transportation,"Transportation subtopics, transportation appropriations, and transportation policy",2012,3,1837
10,Transportation,"Transportation subtopics, transportation appropriations, and transportation policy",2013,2,1698
10,Transportation,"Transportation subtopics, transportation appropriations, and transportation policy",2014,1,1721
10,Transportation,"Transportation subtopics, transportation appropriations, and transportation policy",2014,4,1691
10,Transportation,"Transportation subtopics, transportation appropriations, and transportation policy",2015,3,2005
10,Transportation,"Transportation subtopics, transportation appropriations, and transportation policy",2016,2,1911
10,Transportation,"Transportation subtopics, transportation appropriations, and transportation policy",2017,1,1800
10,Transportation,"Transportation subtopics, transportation appropriations, and transportation policy",2017,4,1885
10,Transportation,"Transportation subtopics, transportation appropriations, and transportation policy",2018,3,2040
10,Transportation,"Transportation subtopics, transportation appropriations, and transportation policy",2019,2,2011
10,Transportation,"Transportation subtopics, transportation appropriations, and transportation policy",2020,1,2058
10,Transportation,"Transportation subtopics, transportation appropriations, and transportation policy",2020,4,1999
10,Transportation,"Transportation subtopics, transportation appropriations, and transportation policy",2021,3,2397
10,Transportation,"Transportation subtopics, transportation appropriations, and transportation policy",2022,2,2339
10,Transportation,"Transportation subtopics, transportation appropriations, and transportation policy",2023,1,2289
11,"Law, Crime, and Family Issues","Law, crime, and family issue subtopics and issues related to law and crime",2010,3,569
11,"Law, Crime, and Family Issues","Law, crime, and family issue subtopics and issues related to law and crime",2011,2,517
11,"Law, Crime, and Family Issues","Law, crime, and family issue subtopics and issues related to law and crime",2012,1,470
11,"Law, Crime, and Family Issues","Law, crime, and family issue subtopics and issues related to law and crime",2012,4,428
11,"Law, Crime, and Family Issues","Law, crime, and family issue subtopics and issues related to law and crime",2013,3,427
11,"Law, Crime, and Family Issues","Law, crime, and family issue subtopics and issues related to law and crime",2014,2,434
11,"Law, Crime, and Family Issues","Law, crime, and family issue subtopics and issues related to law and crime",2015,1,429
11,"Law, Crime, and Family Issues","Law, crime, and family issue subtopics and issues related to law and crime",2015,4,440
11,"Law, Crime, and Family Issues","Law, crime, and family issue subtopics and issues related to law and crime",2016,3,469
11,"Law, Crime, and Family Issues","Law, crime, and family issue subtopics and issues related to law and crime",2017,2,469
11,"Law, Crime, and Family Issues","Law, crime, and family issue subtopics and issues related to law and crime",2018,1,499
12,Social Welfare,"Social welfare subtopics, appropriations for social welfare agencies, and social welfare policy",2017,4,305
10,Transportation,"Transportation subtopics, transportation appropriations, and transportation policy",2011,3,1972
10,Transportation,"Transportation subtopics, transportation appropriations, and transportation policy",2012,2,2052
10,Transportation,"Transportation subtopics, transportation appropriations, and transportation policy",2013,1,1660
10,Transportation,"Transportation subtopics, transportation appropriations, and transportation policy",2013,4,1616
10,Transportation,"Transportation subtopics, transportation appropriations, and transportation policy",2014,3,1788
10,Transportation,"Transportation subtopics, transportation appropriations, and transportation policy",2015,2,1888
10,Transportation,"Transportation subtopics, transportation appropriations, and transportation policy",2016,1,1931
10,Transportation,"Transportation subtopics, transportation appropriations, and transportation policy",2016,4,1751
10,Transportation,"Transportation subtopics, transportation appropriations, and transportation policy",2017,3,1924
10,Transportation,"Transportation subtopics, transportation appropriations, and transportation policy",2018,2,1995
10,Transportation,"Transportation subtopics, transportation appropriations, and transportation policy",2019,1,1944
11,"Law, Crime, and Family Issues","Law, crime, and family issue subtopics and issues related to law and crime",2023,4,542
11,"Law, Crime, and Family Issues","Law, crime, and family issue subtopics and issues related to law and crime",2024,3,573
13,Community Development and Housing,"Community development and housing subtopics, housing agency appropriations, and housing policy",2016,4,530
13,Community Development and Housing,"Community development and housing subtopics, housing agency appropriations, and housing policy",2017,3,570
13,Community Development and Housing,"Community development and housing subtopics, housing agency appropriations, and housing policy",2018,2,618
13,Community Development and Housing,"Community development and housing subtopics, housing agency appropriations, and housing policy",2019,1,615
13,Community Development and Housing,"Community development and housing subtopics, housing agency appropriations, and housing policy",2019,4,648
13,Community Development and Housing,"Community development and housing subtopics, housing agency appropriations, and housing policy",2020,3,678
13,Community Development and Housing,"Community development and housing subtopics, housing agency appropriations, and housing policy",2021,2,712
13,Community Development and Housing,"Community development and housing subtopics, housing agency appropriations, and housing policy",2022,1,754
13,Community Development and Housing,"Community development and housing subtopics, housing agency appropriations, and housing policy",2022,4,762
13,Community Development and Housing,"Community development and housing subtopics, housing agency appropriations, and housing policy",2023,3,824
13,Community Development and Housing,"Community development and housing subtopics, housing agency appropriations, and housing policy",2024,2,866
14,"Banking, Finance, and Domestic Commerce","Banking, finance, and domestic commerce subtopics, apporpriations for domestic commerce agencies, and issues related to domestic commerce",2016,4,4067
11,"Law, Crime, and Family Issues","Law, crime, and family issue subtopics and issues related to law and crime",2024,1,567
11,"Law, Crime, and Family Issues","Law, crime, and family issue subtopics and issues related to law and crime",2024,4,543
12,Social Welfare,"Social welfare subtopics, appropriations for social welfare agencies, and social welfare policy",2010,2,311
12,Social Welfare,"Social welfare subtopics, appropriations for social welfare agencies, and social welfare policy",2011,1,232
12,Social Welfare,"Social welfare subtopics, appropriations for social welfare agencies, and social welfare policy",2011,4,271
12,Social Welfare,"Social welfare subtopics, appropriations for social welfare agencies, and social welfare policy",2012,3,286
12,Social Welfare,"Social welfare subtopics, appropriations for social welfare agencies, and social welfare policy",2013,2,279
12,Social Welfare,"Social welfare subtopics, appropriations for social welfare agencies, and social welfare policy",2014,1,289
12,Social Welfare,"Social welfare subtopics, appropriations for social welfare agencies, and social welfare policy",2014,4,281
12,Social Welfare,"Social welfare subtopics, appropriations for social welfare agencies, and social welfare policy",2015,3,272
12,Social Welfare,"Social welfare subtopics, appropriations for social welfare agencies, and social welfare policy",2016,2,276
12,Social Welfare,"Social welfare subtopics, appropriations for social welfare agencies, and social welfare policy",2017,1,276
13,Community Development and Housing,"Community development and housing subtopics, housing agency appropriations, and housing policy",2021,4,749
13,Community Development and Housing,"Community development and housing subtopics, housing agency appropriations, and housing policy",2022,3,771
13,Community Development and Housing,"Community development and housing subtopics, housing agency appropriations, and housing policy",2023,2,813
13,Community Development and Housing,"Community development and housing subtopics, housing agency appropriations, and housing policy",2024,1,856
13,Community Development and Housing,"Community development and housing subtopics, housing agency appropriations, and housing policy",2024,4,813
14,"Banking, Finance, and Domestic Commerce","Banking, finance, and domestic commerce subtopics, apporpriations for domestic commerce agencies, and issues related to domestic commerce",2011,4,3996
14,"Banking, Finance, and Domestic Commerce","Banking, finance, and domestic commerce subtopics, apporpriations for domestic commerce agencies, and issues related to domestic commerce",2012,3,3974
14,"Banking, Finance, and Domestic Commerce","Banking, finance, and domestic commerce subtopics, apporpriations for domestic commerce agencies, and issues related to domestic commerce",2013,2,4132
14,"Banking, Finance, and Domestic Commerce","Banking, finance, and domestic commerce subtopics, apporpriations for domestic commerce agencies, and issues related to domestic commerce",2014,1,4139
14,"Banking, Finance, and Domestic Commerce","Banking, finance, and domestic commerce subtopics, apporpriations for domestic commerce agencies, and issues related to domestic commerce",2014,4,4059
14,"Banking, Finance, and Domestic Commerce","Banking, finance, and domestic commerce subtopics, apporpriations for domestic commerce agencies, and issues related to domestic commerce",2015,3,4264
7,Environment,"Environmental subtopics, appropriations for environmental agencies, and environmental policy",2018,2,1322
7,Environment,"Environmental subtopics, appropriations for environmental agencies, and environmental policy",2019,1,1276
7,Environment,"Environmental subtopics, appropriations for environmental agencies, and environmental policy",2019,4,1356
7,Environment,"Environmental subtopics, appropriations for environmental agencies, and environmental policy",2020,3,1375
7,Environment,"Environmental subtopics, appropriations for environmental agencies, and environmental policy",2021,2,1497
7,Environment,"Environmental subtopics, appropriations for environmental agencies, and environmental policy",2022,1,1549
8,Energy,"Energy subtopics, appropriations for energy agencies, and energy policy",2021,4,1634
8,Energy,"Energy subtopics, appropriations for energy agencies, and energy policy",2022,3,1767
8,Energy,"Energy subtopics, appropriations for energy agencies, and energy policy",2023,2,1810
8,Energy,"Energy subtopics, appropriations for energy agencies, and energy policy",2024,1,1822
8,Energy,"Energy subtopics, appropriations for energy agencies, and energy policy",2024,4,1812
9,Immigration,"Observations related to immigration, undocumented immigration, visa issues, and refugees",2016,4,400
9,Immigration,"Observations related to immigration, undocumented immigration, visa issues, and refugees",2017,3,652
9,Immigration,"Observations related to immigration, undocumented immigration, visa issues, and refugees",2018,2,749
9,Immigration,"Observations related to immigration, undocumented immigration, visa issues, and refugees",2019,1,637
9,Immigration,"Observations related to immigration, undocumented immigration, visa issues, and refugees",2019,4,610
9,Immigration,"Observations related to immigration, undocumented immigration, visa issues, and refugees",2020,3,616
9,Immigration,"Observations related to immigration, undocumented immigration, visa issues, and refugees",2021,2,598
9,Immigration,"Observations related to immigration, undocumented immigration, visa issues, and refugees",2022,1,564
9,Immigration,"Observations related to immigration, undocumented immigration, visa issues, and refugees",2022,4,548
9,Immigration,"Observations related to immigration, undocumented immigration, visa issues, and refugees",2023,3,498
9,Immigration,"Observations related to immigration, undocumented immigration, visa issues, and refugees",2024,2,484
10,Transportation,"Transportation subtopics, transportation appropriations, and transportation policy",2024,4,2128
11,"Law, Crime, and Family Issues","Law, crime, and family issue subtopics and issues related to law and crime",2019,4,489
11,"Law, Crime, and Family Issues","Law, crime, and family issue subtopics and issues related to law and crime",2020,3,588
11,"Law, Crime, and Family Issues","Law, crime, and family issue subtopics and issues related to law and crime",2021,2,577
11,"Law, Crime, and Family Issues","Law, crime, and family issue subtopics and issues related to law and crime",2022,1,572
11,"Law, Crime, and Family Issues","Law, crime, and family issue subtopics and issues related to law and crime",2022,4,525
11,"Law, Crime, and Family Issues","Law, crime, and family issue subtopics and issues related to law and crime",2023,3,544
8,Energy,"Energy subtopics, appropriations for energy agencies, and energy policy",2018,4,1309
8,Energy,"Energy subtopics, appropriations for energy agencies, and energy policy",2019,3,1334
8,Energy,"Energy subtopics, appropriations for energy agencies, and energy policy",2020,2,1340
8,Energy,"Energy subtopics, appropriations for energy agencies, and energy policy",2021,1,1397
10,Transportation,"Transportation subtopics, transportation appropriations, and transportation policy",2015,4,2019
10,Transportation,"Transportation subtopics, transportation appropriations, and transportation policy",2016,3,1814
10,Transportation,"Transportation subtopics, transportation appropriations, and transportation policy",2017,2,1891
10,Transportation,"Transportation subtopics, transportation appropriations, and transportation policy",2018,1,1944
10,Transportation,"Transportation subtopics, transportation appropriations, and transportation policy",2018,4,1973
10,Transportation,"Transportation subtopics, transportation appropriations, and transportation policy",2019,3,2014
10,Transportation,"Transportation subtopics, transportation appropriations, and transportation policy",2020,2,2149
10,Transportation,"Transportation subtopics, transportation appropriations, and transportation policy",2021,1,2133
10,Transportation,"Transportation subtopics, transportation appropriations, and transportation policy",2021,4,2338
10,Transportation,"Transportation subtopics, transportation appropriations, and transportation policy",2022,3,2333
10,Transportation,"Transportation subtopics, transportation appropriations, and transportation policy",2023,2,2377
10,Transportation,"Transportation subtopics, transportation appropriations, and transportation policy",2024,1,2353
11,"Law, Crime, and Family Issues","Law, crime, and family issue subtopics and issues related to law and crime",2010,2,585
11,"Law, Crime, and Family Issues","Law, crime, and family issue subtopics and issues related to law and crime",2011,1,500
11,"Law, Crime, and Family Issues","Law, crime, and family issue subtopics and issues related to law and crime",2011,4,467
11,"Law, Crime, and Family Issues","Law, crime, and family issue subtopics and issues related to law and crime",2012,3,451
11,"Law, Crime, and Family Issues","Law, crime, and family issue subtopics and issues related to law and crime",2013,2,457
11,"Law, Crime, and Family Issues","Law, crime, and family issue subtopics and issues related to law and crime",2014,1,420
12,Social Welfare,"Social welfare subtopics, appropriations for social welfare agencies, and social welfare policy",2018,4,329
12,Social Welfare,"Social welfare subtopics, appropriations for social welfare agencies, and social welfare policy",2019,3,349
12,Social Welfare,"Social welfare subtopics, appropriations for social welfare agencies, and social welfare policy",2020,2,334
12,Social Welfare,"Social welfare subtopics, appropriations for social welfare agencies, and social welfare policy",2021,1,320
12,Social Welfare,"Social welfare subtopics, appropriations for social welfare agencies, and social welfare policy",2021,4,290
12,Social Welfare,"Social welfare subtopics, appropriations for social welfare agencies, and social welfare policy",2022,3,318
12,Social Welfare,"Social welfare subtopics, appropriations for social welfare agencies, and social welfare policy",2023,2,282
11,"Law, Crime, and Family Issues","Law, crime, and family issue subtopics and issues related to law and crime",2010,4,515
11,"Law, Crime, and Family Issues","Law, crime, and family issue subtopics and issues related to law and crime",2011,3,489
11,"Law, Crime, and Family Issues","Law, crime, and family issue subtopics and issues related to law and crime",2012,2,464
11,"Law, Crime, and Family Issues","Law, crime, and family issue subtopics and issues related to law and crime",2013,1,453
11,"Law, Crime, and Family Issues","Law, crime, and family issue subtopics and issues related to law and crime",2013,4,423
11,"Law, Crime, and Family Issues","Law, crime, and family issue subtopics and issues related to law and crime",2014,3,429
11,"Law, Crime, and Family Issues","Law, crime, and family issue subtopics and issues related to law and crime",2015,2,453
11,"Law, Crime, and Family Issues","Law, crime, and family issue subtopics and issues related to law and crime",2016,1,463
11,"Law, Crime, and Family Issues","Law, crime, and family issue subtopics and issues related to law and crime",2016,4,440
11,"Law, Crime, and Family Issues","Law, crime, and family issue subtopics and issues related to law and crime",2017,3,480
11,"Law, Crime, and Family Issues","Law, crime, and family issue subtopics and issues related to law and crime",2018,2,513
11,"Law, Crime, and Family Issues","Law, crime, and family issue subtopics and issues related to law and crime",2019,1,474
12,Social Welfare,"Social welfare subtopics, appropriations for social welfare agencies, and social welfare policy",2013,4,283
12,Social Welfare,"Social welfare subtopics, appropriations for social welfare agencies, and social welfare policy",2014,3,286
12,Social Welfare,"Social welfare subtopics, appropriations for social welfare agencies, and social welfare policy",2015,2,261
12,Social Welfare,"Social welfare subtopics, appropriations for social welfare agencies, and social welfare policy",2016,1,263
12,Social Welfare,"Social welfare subtopics, appropriations for social welfare agencies, and social welfare policy",2016,4,275
12,Social Welfare,"Social welfare subtopics, appropriations for social welfare agencies, and social welfare policy",2017,3,307
12,Social Welfare,"Social welfare subtopics, appropriations for social welfare agencies, and social welfare policy",2018,2,322
12,Social Welfare,"Social welfare subtopics, appropriations for social welfare agencies, and social welfare policy",2019,1,331
12,Social Welfare,"Social welfare subtopics, appropriations for social welfare agencies, and social welfare policy",2019,4,346
12,Social Welfare,"Social welfare subtopics, appropriations for social welfare agencies, and social welfare policy",2020,3,333
12,Social Welfare,"Social welfare subtopics, appropriations for social welfare agencies, and social welfare policy",2021,2,324
12,Social Welfare,"Social welfare subtopics, appropriations for social welfare agencies, and social welfare policy",2022,1,299
13,Community Development and Housing,"Community development and housing subtopics, housing agency appropriations, and housing policy",2010,3,638
13,Community Development and Housing,"Community development and housing subtopics, housing agency appropriations, and housing policy",2011,2,567
14,"Banking, Finance, and Domestic Commerce","Banking, finance, and domestic commerce subtopics, apporpriations for domestic commerce agencies, and issues related to domestic commerce",2017,3,4807
14,"Banking, Finance, and Domestic Commerce","Banking, finance, and domestic commerce subtopics, apporpriations for domestic commerce agencies, and issues related to domestic commerce",2018,2,4491
14,"Banking, Finance, and Domestic Commerce","Banking, finance, and domestic commerce subtopics, apporpriations for domestic commerce agencies, and issues related to domestic commerce",2019,1,4277
14,"Banking, Finance, and Domestic Commerce","Banking, finance, and domestic commerce subtopics, apporpriations for domestic commerce agencies, and issues related to domestic commerce",2019,4,4314
14,"Banking, Finance, and Domestic Commerce","Banking, finance, and domestic commerce subtopics, apporpriations for domestic commerce agencies, and issues related to domestic commerce",2020,3,4598
14,"Banking, Finance, and Domestic Commerce","Banking, finance, and domestic commerce subtopics, apporpriations for domestic commerce agencies, and issues related to domestic commerce",2021,2,4779
14,"Banking, Finance, and Domestic Commerce","Banking, finance, and domestic commerce subtopics, apporpriations for domestic commerce agencies, and issues related to domestic commerce",2022,1,5058
14,"Banking, Finance, and Domestic Commerce","Banking, finance, and domestic commerce subtopics, apporpriations for domestic commerce agencies, and issues related to domestic commerce",2022,4,4997
14,"Banking, Finance, and Domestic Commerce","Banking, finance, and domestic commerce subtopics, apporpriations for domestic commerce agencies, and issues related to domestic commerce",2023,3,4930
14,"Banking, Finance, and Domestic Commerce","Banking, finance, and domestic commerce subtopics, apporpriations for domestic commerce agencies, and issues related to domestic commerce",2024,2,5048
15,Defense,"Defense and military subtopics, defense appropriations, veterans, and defense policy",2010,3,2477
15,Defense,"Defense and military subtopics, defense appropriations, veterans, and defense policy",2011,2,2264
15,Defense,"Defense and military subtopics, defense appropriations, veterans, and defense policy",2012,1,2094
15,Defense,"Defense and military subtopics, defense appropriations, veterans, and defense policy",2012,4,2019
15,Defense,"Defense and military subtopics, defense appropriations, veterans, and defense policy",2013,3,2009
15,Defense,"Defense and military subtopics, defense appropriations, veterans, and defense policy",2014,2,2068
15,Defense,"Defense and military subtopics, defense appropriations, veterans, and defense policy",2015,1,2030
16,"Space, Science, Technology, and Communications","Space, science, technology, and communications subtopics, appropriations for related agencies, and space, science, technology, communication, and telecommunications policy",2010,3,1716
16,"Space, Science, Technology, and Communications","Space, science, technology, and communications subtopics, appropriations for related agencies, and space, science, technology, communication, and telecommunications policy",2011,2,1814
16,"Space, Science, Technology, and Communications","Space, science, technology, and communications subtopics, appropriations for related agencies, and space, science, technology, communication, and telecommunications policy",2012,1,1645
12,Social Welfare,"Social welfare subtopics, appropriations for social welfare agencies, and social welfare policy",2018,3,315
12,Social Welfare,"Social welfare subtopics, appropriations for social welfare agencies, and social welfare policy",2019,2,350
12,Social Welfare,"Social welfare subtopics, appropriations for social welfare agencies, and social welfare policy",2020,1,343
12,Social Welfare,"Social welfare subtopics, appropriations for social welfare agencies, and social welfare policy",2020,4,337
12,Social Welfare,"Social welfare subtopics, appropriations for social welfare agencies, and social welfare policy",2021,3,314
12,Social Welfare,"Social welfare subtopics, appropriations for social welfare agencies, and social welfare policy",2022,2,313
12,Social Welfare,"Social welfare subtopics, appropriations for social welfare agencies, and social welfare policy",2023,1,282
12,Social Welfare,"Social welfare subtopics, appropriations for social welfare agencies, and social welfare policy",2023,4,289
12,Social Welfare,"Social welfare subtopics, appropriations for social welfare agencies, and social welfare policy",2024,3,301
13,Community Development and Housing,"Community development and housing subtopics, housing agency appropriations, and housing policy",2012,4,585
13,Community Development and Housing,"Community development and housing subtopics, housing agency appropriations, and housing policy",2013,3,573
13,Community Development and Housing,"Community development and housing subtopics, housing agency appropriations, and housing policy",2014,2,573
13,Community Development and Housing,"Community development and housing subtopics, housing agency appropriations, and housing policy",2015,1,515
13,Community Development and Housing,"Community development and housing subtopics, housing agency appropriations, and housing policy",2015,4,513
13,Community Development and Housing,"Community development and housing subtopics, housing agency appropriations, and housing policy",2016,3,542
13,Community Development and Housing,"Community development and housing subtopics, housing agency appropriations, and housing policy",2017,2,550
13,Community Development and Housing,"Community development and housing subtopics, housing agency appropriations, and housing policy",2018,1,586
13,Community Development and Housing,"Community development and housing subtopics, housing agency appropriations, and housing policy",2018,4,609
13,Community Development and Housing,"Community development and housing subtopics, housing agency appropriations, and housing policy",2019,3,649
13,Community Development and Housing,"Community development and housing subtopics, housing agency appropriations, and housing policy",2020,2,695
13,Community Development and Housing,"Community development and housing subtopics, housing agency appropriations, and housing policy",2021,1,675
14,"Banking, Finance, and Domestic Commerce","Banking, finance, and domestic commerce subtopics, apporpriations for domestic commerce agencies, and issues related to domestic commerce",2020,4,4437
14,"Banking, Finance, and Domestic Commerce","Banking, finance, and domestic commerce subtopics, apporpriations for domestic commerce agencies, and issues related to domestic commerce",2021,3,5049
14,"Banking, Finance, and Domestic Commerce","Banking, finance, and domestic commerce subtopics, apporpriations for domestic commerce agencies, and issues related to domestic commerce",2022,2,5092
13,Community Development and Housing,"Community development and housing subtopics, housing agency appropriations, and housing policy",2012,1,585
14,"Banking, Finance, and Domestic Commerce","Banking, finance, and domestic commerce subtopics, apporpriations for domestic commerce agencies, and issues related to domestic commerce",2010,3,4194
14,"Banking, Finance, and Domestic Commerce","Banking, finance, and domestic commerce subtopics, apporpriations for domestic commerce agencies, and issues related to domestic commerce",2011,2,3953
14,"Banking, Finance, and Domestic Commerce","Banking, finance, and domestic commerce subtopics, apporpriations for domestic commerce agencies, and issues related to domestic commerce",2012,1,3972
14,"Banking, Finance, and Domestic Commerce","Banking, finance, and domestic commerce subtopics, apporpriations for domestic commerce agencies, and issues related to domestic commerce",2012,4,4049
14,"Banking, Finance, and Domestic Commerce","Banking, finance, and domestic commerce subtopics, apporpriations for domestic commerce agencies, and issues related to domestic commerce",2013,3,4174
14,"Banking, Finance, and Domestic Commerce","Banking, finance, and domestic commerce subtopics, apporpriations for domestic commerce agencies, and issues related to domestic commerce",2014,2,4260
14,"Banking, Finance, and Domestic Commerce","Banking, finance, and domestic commerce subtopics, apporpriations for domestic commerce agencies, and issues related to domestic commerce",2015,1,4207
15,Defense,"Defense and military subtopics, defense appropriations, veterans, and defense policy",2019,4,2310
15,Defense,"Defense and military subtopics, defense appropriations, veterans, and defense policy",2020,3,2516
15,Defense,"Defense and military subtopics, defense appropriations, veterans, and defense policy",2021,2,2521
15,Defense,"Defense and military subtopics, defense appropriations, veterans, and defense policy",2022,1,2620
15,Defense,"Defense and military subtopics, defense appropriations, veterans, and defense policy",2022,4,2783
15,Defense,"Defense and military subtopics, defense appropriations, veterans, and defense policy",2023,3,2932
15,Defense,"Defense and military subtopics, defense appropriations, veterans, and defense policy",2024,2,3155
16,"Space, Science, Technology, and Communications","Space, science, technology, and communications subtopics, appropriations for related agencies, and space, science, technology, communication, and telecommunications policy",2022,4,2233
16,"Space, Science, Technology, and Communications","Space, science, technology, and communications subtopics, appropriations for related agencies, and space, science, technology, communication, and telecommunications policy",2023,3,2304
16,"Space, Science, Technology, and Communications","Space, science, technology, and communications subtopics, appropriations for related agencies, and space, science, technology, communication, and telecommunications policy",2024,2,2347
17,Foreign Trade,"International trade subtopics, appropriations for trade agencies, and trade policy",2010,3,895
17,Foreign Trade,"International trade subtopics, appropriations for trade agencies, and trade policy",2011,2,927
17,Foreign Trade,"International trade subtopics, appropriations for trade agencies, and trade policy",2012,1,901
17,Foreign Trade,"International trade subtopics, appropriations for trade agencies, and trade policy",2012,4,986
